trial_global,subtask,trial_in_subtask,image_a,image_b,choice,chosen_image,rt,reward,value_difference,q_value_chosen,q_value_unchosen,learning_progress,psychological_state,true_reward_chosen,learning_rate
1492,2,492,0,1,1,1,1.2149626512073666,0.52796574836121,0.2404173445888613,0.46852120288841914,0.21230214368020836,0.9759306074813963,engaged,0.5,0.21
1493,2,493,2,0,0,2,1.7155563242451168,0.8232550363440325,0.575072334175119,0.7949093951379556,0.21230214368020836,0.9811978456878461,engaged,0.8,0.21
1494,2,494,2,0,0,2,0.3973209098546683,0.8605404504762747,0.5826072514577472,0.8086919167590025,0.21230214368020836,0.9837094847820554,engaged,0.8,0.21
1495,2,495,0,1,0,0,1.1810604860726286,0.0797516301418707,0.25621905920821075,0.18446653583715744,0.46852120288841914,0.9825090474830694,engaged,0.2,0.21
1496,2,496,0,1,1,1,2.2079682667411205,0.5379699677417112,0.2840546670512617,0.4831054435076105,0.18446653583715744,0.9814319406555247,engaged,0.5,0.21
1497,2,497,0,1,0,0,0.6399475346681829,0.23262703710561022,0.29863890767045304,0.19458024110353253,0.4831054435076105,0.9862933541952551,engaged,0.2,0.21
1498,2,498,2,1,0,2,1.538124270653956,0.770092389066518,0.32558647325139206,0.8005860159435808,0.4831054435076105,0.9896645892840469,engaged,0.8,0.21
1499,2,499,2,1,1,1,1.1944544706269782,0.38771702458048124,0.31748057243597033,0.46307387553291335,0.8005860159435808,0.9923665562225208,engaged,0.5,0.21
1500,3,0,1,2,0,1,0.4980009913873032,0.3353428434301935,0.0,0.46048228242324646,0.5,0.7999999999999999,engaged,0.5,0.24
1501,3,1,1,2,1,2,0.20047971798577902,0.3096091434159942,0.03951771757675354,0.4543061944198386,0.46048228242324646,0.7868274274744155,engaged,0.2,0.24
1502,3,2,0,2,0,0,2.464705791706137,0.7703785973449776,0.045693805580161395,0.5648908633627946,0.4543061944198386,0.8020586960011359,engaged,0.8,0.24
1503,3,3,0,1,1,1,0.2,0.39855392351807906,0.10440858093954813,0.4456194762860063,0.5648908633627946,0.8236889837887341,engaged,0.5,0.24
1504,3,4,0,1,0,0,0.8774830668162319,0.8862110395189625,0.1192713870767883,0.6420077056402749,0.4456194762860063,0.8187347150763208,engaged,0.8,0.24
1505,3,5,2,0,1,0,0.9979564314227303,0.8654388134060764,0.18770151122043627,0.6956311715040673,0.4543061944198386,0.8444403291688142,engaged,0.8,0.24
1506,3,6,0,2,1,2,0.9531400179575304,0.26000172606433536,0.24132497708422868,0.40767312201451783,0.6956311715040673,0.8623148177900783,engaged,0.2,0.24
1507,3,7,0,1,0,0,2.67502712951435,0.8046637366565966,0.250011695218061,0.7217989871406744,0.4456194762860063,0.8778591752585185,engaged,0.8,0.24
1508,3,8,0,1,0,0,0.48896065921354454,0.8164015956640611,0.2761795108546681,0.7445036131862872,0.4456194762860063,0.8865817804707209,engaged,0.8,0.24
1509,3,9,2,0,0,2,0.8995236016440183,0.2356880072499037,0.3368304911717694,0.3663966944710104,0.7445036131862872,0.8941499891525919,engaged,0.2,0.24
1510,3,10,1,2,0,1,2.915368731620453,0.4218312878406953,0.07922278181499587,0.43991031105913164,0.3663966944710104,0.907908798333761,engaged,0.5,0.24
1511,3,11,0,2,0,0,0.6171544559842365,0.9532115396486287,0.3781069187152768,0.7945935155372492,0.3663966944710104,0.9060057432581361,engaged,0.8,0.24
1512,3,12,2,1,1,1,0.7684877915581432,0.4050889360447335,0.07351361658812122,0.4315531810556761,0.3663966944710104,0.9227023773751235,engaged,0.5,0.24
1513,3,13,2,1,0,2,0.6843593308915558,0.2540630726178586,0.06515648658466566,0.3626222847767445,0.4315531810556761,0.9199166673739716,disengaged,0.2,0.033600000000000005
1514,3,14,2,0,1,0,0.7271104604208006,0.8326032996208986,0.4319712307605047,0.8037158637173251,0.3626222847767445,0.9211748039387269,engaged,0.8,0.24
1515,3,15,1,2,1,2,1.5926749129854305,0.33455097517464755,0.06893089627893156,0.3558851704722412,0.4315531810556761,0.9217383441872022,engaged,0.2,0.24
1516,3,16,0,1,0,0,0.4036372247076664,0.6726257114634184,0.372162682661649,0.7722542271763875,0.4315531810556761,0.9239840489553699,engaged,0.8,0.24
1517,3,17,1,2,1,2,0.5762601956898689,0.19897943996090675,0.07566801058343486,0.31822779514952093,0.4315531810556761,0.9159740792532741,engaged,0.2,0.24
1518,3,18,0,1,0,0,0.9478593086471097,0.7675324496760166,0.3407010461207114,0.7711210005762985,0.4315531810556761,0.9285265376941809,engaged,0.8,0.24
1519,3,19,1,2,0,1,1.4431400504799254,0.39024108888948256,0.11332538590615515,0.42163827893578965,0.31822779514952093,0.9281487954941512,engaged,0.5,0.24
1520,3,20,2,1,0,2,1.2321819714512896,0.03482488324915453,0.10341048378626871,0.30870545730966864,0.42163827893578965,0.9248438281208557,disengaged,0.2,0.033600000000000005
1521,3,21,2,0,1,0,0.7347381710255354,0.932341827514798,0.46241554326662987,0.8098139990415384,0.30870545730966864,0.9280179407341398,engaged,0.8,0.24
1522,3,22,0,2,0,0,0.2,0.9121039263844923,0.5011085417318697,0.8132509406002616,0.30870545730966864,0.9343729408615276,disengaged,0.8,0.033600000000000005
1523,3,23,2,1,1,1,0.8923452823034053,0.4263490346065343,0.112932821626121,0.4217965603263267,0.30870545730966864,0.9332272936752865,disengaged,0.5,0.033600000000000005
1524,3,24,1,2,0,1,1.1715564850548352,0.43963127282030023,0.11309110301665803,0.4260768913248803,0.30870545730966864,0.9332800541387989,engaged,0.5,0.24
1525,3,25,2,1,1,1,2.165428145760621,0.39263071538025357,0.11737143401521166,0.4180498090981699,0.30870545730966864,0.9347068311383167,engaged,0.5,0.24
1526,3,26,2,0,1,0,0.9950340458536985,0.8110896430163412,0.5045454832905929,0.8127322291801207,0.30870545730966864,0.9320311370627465,engaged,0.8,0.24
1527,3,27,1,2,1,2,2.5407546835104053,0.2245498681794313,0.10934435178850127,0.2885081159184117,0.4180498090981699,0.9322040408694602,engaged,0.2,0.24
1528,3,28,0,2,0,0,0.5782486434508323,0.8865071489474963,0.5242241132617089,0.8304382099242908,0.2885081159184117,0.9389364879998792,engaged,0.8,0.24
1529,3,29,0,2,0,0,0.3471772739137643,0.850436506571841,0.5419300940058791,0.8352378011197029,0.2885081159184117,0.9330344944184892,engaged,0.8,0.24
1530,3,30,0,1,0,0,0.46031276319869513,0.8481171557579228,0.417187992021533,0.8383288462328757,0.4180498090981699,0.9314346306866851,engaged,0.8,0.24
1531,3,31,1,0,0,1,0.29879996711777057,0.5123529201841093,0.4202790371347058,0.44068255575879534,0.8383288462328757,0.9304042823156276,engaged,0.5,0.24
1532,3,32,0,1,0,0,0.611002379909524,0.8275663197634259,0.3976462904740804,0.8357458398802078,0.44068255575879534,0.9379485312025027,engaged,0.8,0.24
1533,3,33,1,0,1,0,1.0943611273036624,0.6228103317753557,0.39506328412141245,0.7846413179350433,0.44068255575879534,0.9388095333200587,engaged,0.8,0.24
1534,3,34,0,1,0,0,1.1630797858763993,0.74606142729185,0.343958762176248,0.775382144180677,0.44068255575879534,0.9456052525918089,engaged,0.8,0.24
1535,3,35,0,1,1,1,0.3944242312566665,0.5061161263568974,0.33469958842188163,0.4563866127023398,0.775382144180677,0.9425188613403536,engaged,0.5,0.24
1536,3,36,2,1,0,2,0.550425366674942,0.10856704030238107,0.16787849678392813,0.24532225777056435,0.4563866127023398,0.9477535469882017,engaged,0.2,0.24
1537,3,37,0,1,0,0,0.7635846431838806,0.8453166896300501,0.31899553147833715,0.7921664350885266,0.4563866127023398,0.9621488330374841,engaged,0.8,0.24
1538,3,38,1,0,1,0,1.0113174996073453,0.9204087399577495,0.33577982238618675,0.8229445882571401,0.4563866127023398,0.967743596673434,engaged,0.8,0.24
1539,3,39,2,1,1,1,1.762738865041145,0.40767898114554546,0.21106435493177547,0.4446967811287092,0.24532225777056435,0.9627065888915451,engaged,0.5,0.24
1540,3,40,1,2,0,1,1.6162555694245104,0.4124555071336254,0.19937452335814485,0.4369588753698891,0.24532225777056435,0.9588099783670015,engaged,0.5,0.24
1541,3,41,1,0,1,0,0.4842077255500449,0.7489165297521925,0.38598571288725103,0.8051778542159527,0.4369588753698891,0.9562306764473949,engaged,0.8,0.24
1542,3,42,2,1,0,2,1.6112743622905488,0.0733083262436145,0.19163661759932474,0.2040389142040964,0.4369588753698891,0.9621529211277907,engaged,0.2,0.24
1543,3,43,0,2,1,2,1.0081106887776345,0.2278125489536105,0.6011389400118563,0.2097445865439798,0.8051778542159527,0.9759140356499467,engaged,0.2,0.24
1544,3,44,1,0,0,1,0.2,0.4326460352102757,0.3682189788460636,0.43592379373158185,0.8051778542159527,0.9740121448699856,engaged,0.5,0.24
1545,3,45,2,1,0,2,0.6314590844674506,0.12321623813253087,0.22617920718760207,0.2068372340373551,0.43592379373158185,0.9736671176572165,disengaged,0.2,0.033600000000000005
1546,3,46,0,1,1,1,2.202032038514461,0.4817082626063708,0.3692540604843708,0.43746215188577475,0.8051778542159527,0.9746362351594247,disengaged,0.5,0.033600000000000005
1547,3,47,2,0,0,2,0.2,0.2699212438671987,0.5983406201785976,0.20895685676763784,0.8051778542159527,0.9751490212108224,disengaged,0.2,0.033600000000000005
1548,3,48,0,1,0,0,0.5785973569432972,0.8120539025469707,0.3677157023301779,0.8054088894398749,0.43746215188577475,0.9744424803007281,disengaged,0.8,0.033600000000000005
1549,3,49,0,2,0,0,0.39134809231102596,0.7051286625476237,0.596452032672237,0.7813416349857346,0.20895685676763784,0.9743654685594207,engaged,0.8,0.24
1550,3,50,0,1,0,0,0.9787770983209557,0.7542081744906155,0.34387948309995986,0.7748296044669061,0.43746215188577475,0.9699489767012905,engaged,0.8,0.24
1551,3,51,2,0,0,2,0.8014584839017149,0.1949076822536303,0.5658727476992682,0.2084848045039672,0.7748296044669061,0.967778299861681,disengaged,0.2,0.033600000000000005
1552,3,52,0,2,0,0,0.2845313274447314,0.7849852167982562,0.5663447999629388,0.7751708330412395,0.2084848045039672,0.9679356506162379,disengaged,0.8,0.033600000000000005
1553,3,53,1,2,0,1,2.331598001672712,0.5602900045248154,0.22897734738180756,0.4415891677344465,0.2084848045039672,0.968049393474349,disengaged,0.5,0.033600000000000005
1554,3,54,0,1,0,0,2.657946709160104,0.7337044310165199,0.33358166530679295,0.7737775619332089,0.4415891677344465,0.9694250654239063,disengaged,0.8,0.033600000000000005
1555,3,55,1,0,0,1,1.858219198047304,0.49220772643214844,0.3321883941987624,0.4432899513066893,0.7737775619332089,0.9689606417212294,disengaged,0.5,0.033600000000000005
1556,3,56,2,1,0,2,0.32808240325479293,0.09531884873489115,0.2348051468027221,0.20468242839012624,0.4432899513066893,0.9695275695786436,disengaged,0.2,0.033600000000000005
1557,3,57,2,0,0,2,0.2,0.2643350179569751,0.5690951335430827,0.20668675539957235,0.7737775619332089,0.9707950282832574,disengaged,0.2,0.033600000000000005
1558,3,58,0,2,1,2,0.7647146425225169,0.036522022191572134,0.5670908065336365,0.20096922036378354,0.7737775619332089,0.9701269192801086,disengaged,0.2,0.033600000000000005
1559,3,59,1,2,1,2,0.9445662335063756,0.30304387856367915,0.24232073094290577,0.20439892887930003,0.4432899513066893,0.9720327642920382,disengaged,0.2,0.033600000000000005
1560,3,60,2,1,1,1,0.2,0.6419269169363041,0.23889102242738927,0.44996415335184436,0.20439892887930003,0.9708895281201994,disengaged,0.5,0.033600000000000005
1561,3,61,2,0,1,0,1.0335800985710089,0.9364416009769818,0.5693786330539089,0.7792430736450797,0.20439892887930003,0.9731142621352511,disengaged,0.8,0.033600000000000005
1562,3,62,2,1,1,1,0.2,0.6187427151682,0.24556522447254434,0.45563511302887394,0.20439892887930003,0.9749360993725413,disengaged,0.5,0.033600000000000005
1563,3,63,2,1,1,1,1.6095291494080635,0.6725285656969344,0.25123618414957394,0.4629227330385208,0.20439892887930003,0.9768264192648846,disengaged,0.5,0.033600000000000005
1564,3,64,0,2,1,2,2.034594738308285,0.17474726731891344,0.5748441447657797,0.20340263305087103,0.7792430736450797,0.9792556259347668,disengaged,0.2,0.033600000000000005
1565,3,65,1,0,0,1,2.3320314881005704,0.4815123243754734,0.31632034060655895,0.4635473433074424,0.7792430736450797,0.9795877245442431,disengaged,0.5,0.033600000000000005
1566,3,66,1,2,0,1,1.3516745112478616,0.45789696541375047,0.2601447102565714,0.46335749061021436,0.20340263305087103,0.979795927967217,disengaged,0.5,0.033600000000000005
1567,3,67,0,1,0,0,1.8316896129499582,0.884330962830611,0.31588558303486536,0.7827740267217136,0.46335749061021436,0.9797326437348077,disengaged,0.8,0.033600000000000005
1568,3,68,1,2,0,1,1.06426089358021,0.4777644142195494,0.25995485755934333,0.46681515227645476,0.20340263305087103,0.9809096280936856,engaged,0.5,0.24
1569,3,69,0,1,0,0,1.277237461936254,0.7726135206592957,0.31595887444525883,0.7803355052667333,0.46681515227645476,0.9820621819824324,engaged,0.8,0.24
1570,3,70,0,1,0,0,0.7421262049001197,0.8281740548466289,0.3135203529902786,0.7918167571659083,0.46681515227645476,0.981249341497439,engaged,0.8,0.24
1571,3,71,2,0,1,0,0.864131693479081,0.6716146113141361,0.5884141241150372,0.762968242161483,0.20340263305087103,0.9850764254638307,engaged,0.8,0.24
1572,3,72,2,0,0,2,1.5181409737901983,0.12462109094037732,0.5595656091106119,0.18449506294435253,0.762968242161483,0.9754602537956889,engaged,0.2,0.24
1573,3,73,2,0,1,0,1.7111393899031184,0.826896374698898,0.5784731792171305,0.7783109939704626,0.18449506294435253,0.9714261524607634,engaged,0.8,0.24
1574,3,74,0,1,0,0,0.5398538917800109,0.6465420702619189,0.3114958416940078,0.7466864522804121,0.46681515227645476,0.9765404030637566,engaged,0.8,0.24
1575,3,75,0,2,0,0,0.24898957096683538,0.8858590545932201,0.5621913893360595,0.780087876835486,0.18449506294435253,0.9659988891670731,engaged,0.8,0.24
1576,3,76,1,0,1,0,1.3786199566157031,0.7172735762724787,0.3132727245590312,0.7650124447003642,0.46681515227645476,0.9771326973520977,engaged,0.8,0.24
1577,3,77,0,2,0,0,2.6269362414764177,0.8377955642862775,0.5805173817560116,0.7824803934009834,0.18449506294435253,0.9721075533070571,engaged,0.8,0.24
1578,3,78,0,2,0,0,0.526443832812757,0.8119723849997181,0.5979853304566309,0.7895584713846797,0.18449506294435253,0.9779302028739302,engaged,0.8,0.24
1579,3,79,0,1,0,0,1.2950351469857875,0.7149773697330756,0.32274331910822496,0.7716590069882947,0.46681515227645476,0.980289562201829,engaged,0.8,0.24
1580,3,80,0,1,0,0,2.0258352804222013,0.7717236664836278,0.30484385471183995,0.7716745252671746,0.46681515227645476,0.9743230740697006,engaged,0.8,0.24
1581,3,81,2,1,0,2,0.6095157433668306,0.1784069630650279,0.28232008933210223,0.1830339189733146,0.46681515227645476,0.9743282468293273,engaged,0.2,0.24
1582,3,82,1,2,0,1,0.3970781587663758,0.518228022353787,0.28378123330314015,0.4791542410950145,0.1830339189733146,0.9738411988389813,engaged,0.5,0.24
1583,3,83,1,2,1,2,0.21775672774886812,0.09212671007998141,0.29612032212169986,0.16121618883891464,0.4791542410950145,0.9779542284451679,engaged,0.2,0.24
1584,3,84,0,1,0,0,1.366305280327736,0.7644941417868402,0.29252028417216014,0.7699512332318943,0.4791542410950145,0.9706816517337012,engaged,0.8,0.24
1585,3,85,1,2,1,2,0.2583343521069634,0.15957767096248138,0.31793805225609983,0.16116113463826648,0.4791542410950145,0.9701072210552745,disengaged,0.2,0.033600000000000005
1586,3,86,1,2,0,1,0.6204685489480095,0.40827222485474374,0.317993106456748,0.4767726053493414,0.16116113463826648,0.9700888696550584,disengaged,0.5,0.033600000000000005
1587,3,87,2,0,1,0,1.3284947330618206,0.8236374292137607,0.6087900985936279,0.771755089416885,0.16116113463826648,0.9692949910731674,disengaged,0.8,0.033600000000000005
1588,3,88,1,0,1,0,3.7499845286707028,0.9309456225796114,0.29498248406754357,0.7771038913311525,0.4767726053493414,0.9698962764681642,disengaged,0.8,0.033600000000000005
1589,3,89,1,0,0,1,1.3342134136265968,0.4269186874391247,0.30033128598181114,0.47509751370755815,0.7771038913311525,0.9716792104395868,disengaged,0.5,0.033600000000000005
1590,3,90,0,1,1,1,0.9648606828190205,0.6147499246578517,0.3020063776235944,0.47978983471548803,0.7771038913311525,0.9711208465589923,disengaged,0.5,0.033600000000000005
1591,3,91,0,2,0,0,0.21843151846950423,0.6526924356935386,0.6159427566928861,0.7729236664217287,0.16116113463826648,0.9726849535616356,disengaged,0.8,0.033600000000000005
1592,3,92,0,1,1,1,0.2710240213061224,0.4415272964227167,0.2931338317062407,0.4785042134288509,0.7729236664217287,0.9712915452584944,disengaged,0.5,0.033600000000000005
1593,3,93,0,2,0,0,0.4618465047633763,0.7853368225956399,0.6117625317834623,0.7733407484691721,0.16116113463826648,0.9708630048296154,disengaged,0.8,0.033600000000000005
1594,3,94,2,1,0,2,0.39689164366007007,0.265178757122707,0.31734307879058443,0.1861253640345322,0.4785042134288509,0.9710020321787631,engaged,0.2,0.24
1595,3,95,1,2,0,1,0.922422569977486,0.3677595519297174,0.2923788493943187,0.45192549466905885,0.1861253640345322,0.9793234419775184,engaged,0.5,0.24
1596,3,96,2,0,1,0,1.5022219469403708,0.7640714695693583,0.5872153844346399,0.7711161215332168,0.1861253640345322,0.9704638690575877,engaged,0.8,0.24
1597,3,97,2,0,1,0,1.0579794459178664,0.8062790069833792,0.5849907574986847,0.7795552140412558,0.1861253640345322,0.9697223267456027,engaged,0.8,0.24
1598,3,98,0,2,0,0,0.4635065313367924,0.7803307230127775,0.5934298500067237,0.779741336194421,0.1861253640345322,0.9725353575816156,engaged,0.8,0.24
1599,3,99,0,2,1,2,0.5053226333155139,0.30450561452312064,0.5936159721598888,0.21453662415179342,0.779741336194421,0.9725973982993373,engaged,0.2,0.24
1600,3,100,2,1,0,2,1.0947676462904274,0.1331233070170092,0.23738887051726543,0.1949974280394452,0.45192549466905885,0.9723767355705621,engaged,0.2,0.24
1601,3,101,1,2,0,1,0.7757529823823892,0.3051826221142707,0.25692806662961365,0.4167072052559097,0.1949974280394452,0.9755547529676416,engaged,0.5,0.24
1602,3,102,0,1,0,0,1.2395798137774994,0.8267553176324757,0.3630341309385113,0.7910246917395541,0.4167072052559097,0.9638153231632586,engaged,0.8,0.24
1603,3,103,1,0,1,0,0.41720268455866627,0.821056645731156,0.37431748648364443,0.7982323606975386,0.4167072052559097,0.967576441678303,engaged,0.8,0.24
1604,3,104,0,1,0,0,0.28831059853554186,0.8784211303442357,0.38152515544162885,0.8174776654127459,0.4167072052559097,0.9699789979976311,engaged,0.8,0.24
1605,3,105,0,2,0,0,0.2,0.7249286838119369,0.6224802373733007,0.7952659098285517,0.1949974280394452,0.9647423226275363,engaged,0.8,0.24
1606,3,106,0,2,0,0,0.9055234561595371,0.9076509511123356,0.6002684817891065,0.8222383197366598,0.1949974280394452,0.9689901810413022,engaged,0.8,0.24
1607,3,107,2,0,1,0,2.4080825010712124,0.7115566940298579,0.6272408916972146,0.7956747295670273,0.1949974280394452,0.9631554378528984,engaged,0.8,0.24
1608,3,108,0,2,1,2,0.5427963597393609,0.17742773683878652,0.6006773015275821,0.19078070215128712,0.7956747295670273,0.9691264542874607,engaged,0.2,0.24
1609,3,109,2,1,1,1,0.2645085331310198,0.6250708118269152,0.2259265031046226,0.46671447083295103,0.19078070215128712,0.967720878991408,engaged,0.5,0.24
1610,3,110,2,1,1,1,0.5377015191453487,0.6677625442156134,0.2759337686816639,0.51496600844479,0.19078070215128712,0.9843899675170885,engaged,0.5,0.24
1611,3,111,0,1,0,0,0.529439648731644,0.774261073371507,0.2807087211222373,0.7905354520801025,0.51496600844479,0.9904964744245082,engaged,0.8,0.24
1612,3,112,0,1,0,0,0.22463483152054473,0.7635645090113471,0.27556944363531244,0.7840624257436012,0.51496600844479,0.9887833819288665,engaged,0.8,0.24
1613,3,113,0,1,1,1,0.5085629697430716,0.4046842495244908,0.2690964172988112,0.4884983863039182,0.7840624257436012,0.9866257064833661,engaged,0.5,0.24
1614,3,114,0,1,1,1,0.8562320536049507,0.5671136231460783,0.295564039439683,0.5073660431460366,0.7840624257436012,0.9877805047329354,engaged,0.5,0.24
1615,3,115,2,0,0,2,0.21947859234936762,0.05092925723509553,0.593281723592314,0.15721635537140113,0.7840624257436012,0.9891590282496172,engaged,0.2,0.24
1616,3,116,2,0,1,0,0.5886700676817335,0.8962210578581098,0.6268460703722001,0.8109804974510832,0.15721635537140113,0.9779709126563219,engaged,0.8,0.24
1617,3,117,0,2,1,2,2.5359334152448207,0.26773191465991114,0.6537641420796821,0.16092967816349507,0.8109804974510832,0.9796232715914271,disengaged,0.2,0.033600000000000005
1618,3,118,1,0,1,0,1.0378900588021418,0.8347632261057505,0.30361445430504663,0.81177959713388,0.5073660431460366,0.9808610458554584,disengaged,0.8,0.033600000000000005
1619,3,119,0,2,1,2,0.5635806103334287,0.249200405410296,0.6508499189703849,0.16389557459898757,0.81177959713388,0.9805946792945262,disengaged,0.2,0.033600000000000005
1620,3,120,0,2,1,2,0.5852830667040176,0.09622692220157635,0.6478840225348925,0.16162190787843456,0.81177959713388,0.9815833114396904,disengaged,0.2,0.033600000000000005
1621,3,121,2,1,0,2,1.5193256298741133,0.04626811502029787,0.34574413526760206,0.15774602043840116,0.5073660431460366,0.9808254225328393,disengaged,0.2,0.033600000000000005
1622,3,122,0,1,1,1,1.0423140385504828,0.6122070344896746,0.3044135539878434,0.5325278810685097,0.81177959713388,0.9795334600528282,engaged,0.5,0.24
1623,3,123,2,0,1,0,1.729071817345939,0.7770501584256686,0.6540335766954789,0.8034445318439093,0.15774602043840116,0.9711461807453372,engaged,0.8,0.24
1624,3,124,2,0,1,0,2.5695842133508773,0.6828066070776806,0.6456985114055082,0.799391097571764,0.15774602043840116,0.9739245358419941,disengaged,0.8,0.033600000000000005
1625,3,125,1,0,1,0,0.2234806197024567,0.8726852499070503,0.2668632165032543,0.8018537810902295,0.5325278810685097,0.9748697456472185,disengaged,0.8,0.033600000000000005
1626,3,126,2,1,0,2,0.2975272325399396,0.11317192682000396,0.37478186063010854,0.15624833089282303,0.5325278810685097,0.9744547860932207,disengaged,0.2,0.033600000000000005
1627,3,127,0,2,1,2,0.9875144719883021,0.18973514265493685,0.6456054501974064,0.15737348776803006,0.8018537810902295,0.9739555562446947,disengaged,0.2,0.033600000000000005
1628,3,128,2,1,0,2,3.1510794376437596,0.2176113117609524,0.3751543933004796,0.15939747865419227,0.5325278810685097,0.9743306085364303,disengaged,0.2,0.033600000000000005
1629,3,129,1,2,0,1,0.9825719937274138,0.293943345649392,0.3731304024143174,0.47526759256792145,0.15939747865419227,0.975005272165151,engaged,0.5,0.24
1630,3,130,0,2,0,0,1.3372072141896694,0.7664540003090454,0.6424563024360372,0.7933578337027454,0.15939747865419227,0.9776037633772947,engaged,0.8,0.24
1631,3,131,2,0,1,0,0.36423878451125397,0.9364406173547868,0.6339603550485531,0.8276977017792353,0.15939747865419227,0.976007634974953,engaged,0.8,0.24
1632,3,132,2,1,0,2,0.8782644777172278,0.07114082916224074,0.3158701139137292,0.1382158827761239,0.47526759256792145,0.9689891231476262,engaged,0.2,0.24
1633,3,133,1,0,0,1,0.5013262799422687,0.2782390919847985,0.35243010921131385,0.42798075242797196,0.8276977017792353,0.96192859118827,engaged,0.5,0.24
1634,3,134,2,1,1,1,0.7038939109087492,0.5132858682667248,0.28976486965184806,0.44845398022927263,0.1382158827761239,0.9461663111416202,engaged,0.5,0.24
1635,3,135,2,1,0,2,1.3027624137025928,0.2086811666160404,0.31023809745314873,0.14058351631314508,0.44845398022927263,0.9529907204087205,disengaged,0.2,0.033600000000000005
1636,3,136,2,1,0,2,2.1371792143113777,0.2884442437381738,0.30787046391612755,0.14555163675462604,0.44845398022927263,0.9537799315877274,disengaged,0.2,0.033600000000000005
1637,3,137,2,1,1,1,0.36407261620789616,0.501483338796472,0.3029023434746466,0.45023576667713056,0.14555163675462604,0.9554359717348878,disengaged,0.5,0.033600000000000005
1638,3,138,1,2,0,1,0.8182807995999264,0.2562530263559407,0.3046841299225045,0.4437179466023386,0.14555163675462604,0.9560299005508405,disengaged,0.5,0.033600000000000005
1639,3,139,2,0,1,0,1.2334438530182787,0.8373653405621149,0.6821460650246093,0.8280225344423401,0.14555163675462604,0.9538572938592431,disengaged,0.8,0.033600000000000005
1640,3,140,2,1,1,1,1.4770516759236125,0.6139284630222859,0.29816630984771253,0.44943701995404883,0.14555163675462604,0.9537490163048749,disengaged,0.5,0.033600000000000005
1641,3,141,1,0,0,1,0.707810564014211,0.3149052843757747,0.37858551448829125,0.4449167536386188,0.8280225344423401,0.9556553740887783,disengaged,0.5,0.033600000000000005
1642,3,142,1,0,0,1,0.39384336610949155,0.6159589898143476,0.38310578080372126,0.4506637727741233,0.8280225344423401,0.9541486186503016,disengaged,0.5,0.033600000000000005
1643,3,143,0,2,1,2,0.2,0.05226507911451231,0.6824708976877141,0.14241720841791822,0.8280225344423401,0.9560642916954698,disengaged,0.2,0.033600000000000005
1644,3,144,0,1,0,0,1.3744537804692483,0.7796610680648471,0.3773587616682168,0.8263975891720563,0.4506637727741233,0.9550194822499005,disengaged,0.8,0.033600000000000005
1645,3,145,2,0,1,0,0.8535888306323997,0.9054228175563201,0.683980380754138,0.8453636439842797,0.14241720841791822,0.9555611306733284,engaged,0.8,0.24
1646,3,146,2,0,1,0,0.7091625624609967,0.6377907021829532,0.7029464355663615,0.7955461379519613,0.14241720841791822,0.9492391124025873,engaged,0.8,0.24
1647,3,147,2,0,1,0,1.2323035615655242,0.8386409150872174,0.653128929534043,0.8058888844644228,0.14241720841791822,0.9628757063813342,engaged,0.8,0.24
1648,3,148,2,1,1,1,0.30368058191720676,0.5815356361603539,0.30824656435620507,0.4820730199868186,0.14241720841791822,0.962397365575873,engaged,0.5,0.24
1649,3,149,0,1,0,0,2.5746256244543617,0.8633385633763597,0.32381586447760413,0.8196768074032876,0.4820730199868186,0.9728671146467713,engaged,0.8,0.24
1650,3,150,2,0,1,0,1.1652739386443747,0.7992325936315497,0.6772595989853694,0.8147701960980706,0.14241720841791822,0.9682711403338164,engaged,0.8,0.24
1651,3,151,1,2,0,1,0.2,0.7428934738076904,0.3396558115689004,0.5446699289038278,0.14241720841791822,0.9699066774355555,engaged,0.5,0.24
1652,3,152,0,2,0,0,0.2,0.7489708840436937,0.6723529876801524,0.7989783612050201,0.14241720841791822,0.9609923611386733,engaged,0.8,0.24
1653,3,153,2,0,1,0,0.8316374388918286,0.820814176328264,0.6565611527871018,0.8042189568345987,0.14241720841791822,0.9655752135730368,engaged,0.8,0.24
1654,3,154,0,1,1,1,0.30482541550742204,0.4780936205505426,0.25954902793077084,0.5286916148990394,0.8042189568345987,0.9645094408931639,engaged,0.5,0.24
1655,3,155,1,2,0,1,0.5863893811407188,0.5999085059982896,0.38627440648112116,0.5457836687628594,0.14241720841791822,0.9698355455614267,engaged,0.5,0.24
1656,3,156,0,1,1,1,1.2351149430892352,0.6377974333925414,0.2584352880717392,0.5488753312544168,0.8042189568345987,0.9641381942734867,disengaged,0.5,0.033600000000000005
1657,3,157,0,1,1,1,1.9917247024505498,0.43605432348952605,0.25534362558018187,0.5450845453935165,0.8042189568345987,0.9631076401096342,disengaged,0.5,0.033600000000000005
1658,3,158,2,0,0,2,0.5218131523964442,0.12625661110160247,0.6618017484166805,0.14187421234809,0.8042189568345987,0.9643712353966011,disengaged,0.2,0.033600000000000005
1659,3,159,2,1,1,1,2.7870764773024153,0.49302862627221994,0.40321033304542647,0.5433354665110409,0.14187421234809,0.9641902367066583,disengaged,0.5,0.033600000000000005
1660,3,160,0,1,1,1,1.0283491290848004,0.5046211603670917,0.26088349032355773,0.5420346658246042,0.8042189568345987,0.9647732630008168,disengaged,0.5,0.033600000000000005
