trial,subtask,trial_in_subtask,psychological_state,choice_correct,rt,chosen_image,was_rewarded,learning_rate,learning_progress
2366,2,366,engaged,1,0.6547649151214747,1,True,0.48999999999999994,1.0
2367,2,367,engaged,1,0.702332999728395,1,True,0.48999999999999994,1.0
2368,2,368,engaged,1,0.6164255996827552,1,True,0.48999999999999994,1.0
2369,2,369,engaged,1,1.4486584642677183,1,False,0.48999999999999994,0.6332732219761705
2370,2,370,engaged,1,0.7701189600659308,1,False,0.48999999999999994,0.32296934320784704
2371,2,371,engaged,0,1.1349910480780239,0,False,0.48999999999999994,0.32296934320784704
2372,2,372,engaged,1,3.2938662364248668,1,True,0.48999999999999994,0.7764039178335431
2373,2,373,disengaged,0,0.5848699307734886,2,True,0.054000000000000006,0.7764039178335431
2374,2,374,disengaged,0,0.3047387102565919,0,False,0.054000000000000006,0.7764039178335431
2375,2,375,disengaged,0,0.9786445102813106,0,True,0.054000000000000006,0.7764039178335431
2376,2,376,disengaged,1,1.862944084835951,1,True,0.054000000000000006,0.8018887916808731
2377,2,377,disengaged,0,0.9480389774586772,0,False,0.054000000000000006,0.8018887916808731
2378,2,378,disengaged,0,0.4936314881230016,0,False,0.054000000000000006,0.8018887916808731
2379,2,379,disengaged,1,1.6192184924757282,1,True,0.054000000000000006,0.8259974823404473
2380,2,380,engaged,0,2.5095865292328066,0,False,0.48999999999999994,0.8259974823404473
2381,2,381,engaged,1,1.1577402847275713,1,True,0.48999999999999994,1.0
2382,2,382,engaged,1,1.0267153920329588,1,True,0.48999999999999994,1.0
2383,2,383,engaged,1,2.3800066470912764,1,True,0.48999999999999994,1.0
2384,2,384,engaged,1,1.0738747308817862,1,True,0.48999999999999994,1.0
2385,2,385,engaged,1,0.34620805847113567,1,False,0.48999999999999994,0.6220843820872761
2386,2,386,engaged,0,0.5147173325009546,2,False,0.48999999999999994,0.6220843820872761
2387,2,387,engaged,1,1.3010075668708234,1,False,0.48999999999999994,0.31726303486451085
2388,2,388,engaged,0,1.9681000040421057,0,False,0.48999999999999994,0.31726303486451085
2389,2,389,engaged,1,0.2,1,True,0.48999999999999994,0.7734937005784417
2390,2,390,engaged,1,0.8968654251168146,1,True,0.48999999999999994,1.0
2391,2,391,engaged,1,1.1621043019267854,1,True,0.48999999999999994,1.0
2392,2,392,engaged,1,0.6273677136694142,1,True,0.48999999999999994,1.0
2393,2,393,engaged,1,0.7498759640530651,1,True,0.48999999999999994,1.0
2394,2,394,engaged,1,2.1949837667277214,1,True,0.48999999999999994,1.0
2395,2,395,engaged,1,0.9480209722942453,1,True,0.48999999999999994,1.0
2396,2,396,engaged,1,0.2,1,False,0.48999999999999994,0.6323950978464793
2397,2,397,disengaged,0,0.2,0,False,0.054000000000000006,0.6323950978464793
2398,2,398,disengaged,1,1.240154198889317,1,True,0.054000000000000006,0.6656564479731107
2399,2,399,disengaged,0,1.519499059229681,0,False,0.054000000000000006,0.6656564479731107
2400,2,400,disengaged,0,2.1941033276060242,2,True,0.054000000000000006,0.6656564479731107
2401,2,401,engaged,0,3.047428877928815,0,True,0.48999999999999994,0.6656564479731107
2402,2,402,engaged,0,1.4578410966049788,0,False,0.48999999999999994,0.6656564479731107
2403,2,403,engaged,0,1.597330436195679,2,True,0.48999999999999994,0.6656564479731107
2404,2,404,engaged,1,1.2170462255174226,1,False,0.48999999999999994,0.6642110148519239
2405,2,405,disengaged,0,4.103283170811131,2,False,0.054000000000000006,0.6283436200499201
2406,2,406,engaged,0,2.96102845465379,2,False,0.48999999999999994,0.3394847884662865
2407,2,407,engaged,0,0.47872472122574666,0,False,0.48999999999999994,0.3394847884662865
2408,2,408,engaged,0,0.9999263069779779,2,False,0.48999999999999994,0.3394847884662865
2409,2,409,engaged,1,2.3737081165361653,1,False,0.48999999999999994,0.17313724211780612
2410,2,410,disengaged,1,3.6390999095948535,1,True,0.054000000000000006,0.23119851645378586
2411,2,411,disengaged,0,0.20863857907909958,0,False,0.054000000000000006,0.23119851645378586
2412,2,412,disengaged,1,0.5343868649354302,1,True,0.054000000000000006,0.2861244819756227
2413,2,413,disengaged,0,1.9237018808614805,2,False,0.054000000000000006,0.2861244819756227
2414,2,414,disengaged,0,2.8910767252121157,2,True,0.054000000000000006,0.2861244819756227
2415,2,415,engaged,1,0.39800755905428936,1,True,0.48999999999999994,0.7576130386051086
2416,2,416,engaged,0,0.2304571102918068,0,False,0.48999999999999994,0.7576130386051086
2417,2,417,engaged,1,0.7817611881820319,1,True,0.48999999999999994,0.9980722024861466
2418,2,418,disengaged,1,0.4650303767149803,1,True,0.054000000000000006,1.0
2419,2,419,disengaged,1,4.9612001300362305,1,True,0.054000000000000006,1.0
2420,2,420,disengaged,0,2.311772394763594,2,False,0.054000000000000006,1.0
2421,2,421,disengaged,0,2.694558826969845,2,False,0.054000000000000006,1.0
2422,2,422,engaged,1,0.2,1,True,0.48999999999999994,1.0
2423,2,423,engaged,1,0.6569546559847304,1,False,0.48999999999999994,0.5784008231362833
2424,2,424,engaged,1,1.0627333193265882,1,True,0.48999999999999994,0.9066739725970456
2425,2,425,disengaged,1,1.430135226586408,1,True,0.054000000000000006,0.9251242634871464
2426,2,426,disengaged,0,0.4751221378386711,0,True,0.054000000000000006,0.9251242634871464
2427,2,427,disengaged,0,4.091787457476329,2,False,0.054000000000000006,0.9251242634871464
2428,2,428,disengaged,0,0.879851632749202,2,False,0.054000000000000006,0.9251242634871464
2429,2,429,engaged,0,1.5290046800139723,2,False,0.48999999999999994,0.9251242634871464
2430,2,430,engaged,1,0.5391577343757957,1,True,0.48999999999999994,1.0
2431,2,431,engaged,1,1.1236027461666274,1,True,0.48999999999999994,1.0
2432,2,432,engaged,1,0.5239913615219393,1,True,0.48999999999999994,1.0
2433,2,433,engaged,1,0.4207625810036491,1,True,0.48999999999999994,1.0
2434,2,434,engaged,1,1.5596798475992484,1,True,0.48999999999999994,1.0
2435,2,435,engaged,1,0.2,1,True,0.48999999999999994,1.0
2436,2,436,engaged,0,0.6034333401606472,0,False,0.48999999999999994,1.0
2437,2,437,engaged,1,0.2,1,True,0.48999999999999994,1.0
2438,2,438,engaged,0,1.397075956798336,2,False,0.48999999999999994,1.0
2439,2,439,engaged,0,0.2,0,True,0.48999999999999994,1.0
2440,2,440,engaged,1,0.8348781268891697,1,False,0.48999999999999994,0.6483443014401584
2441,2,441,engaged,0,0.46083084648778405,0,False,0.48999999999999994,0.6351771537482888
2442,2,442,engaged,0,0.7461765738447587,2,False,0.48999999999999994,0.6351771537482888
2443,2,443,engaged,1,1.0304291548592053,1,True,0.48999999999999994,0.9356299012091684
2444,2,444,engaged,1,0.2,1,True,0.48999999999999994,1.0
2445,2,445,engaged,1,1.1879838675192977,1,True,0.48999999999999994,1.0
2446,2,446,engaged,1,0.2126483845574867,1,True,0.48999999999999994,1.0
2447,2,447,engaged,1,1.639025488543329,1,False,0.48999999999999994,0.6155005989104348
2448,2,448,engaged,0,1.366394952115868,0,False,0.48999999999999994,0.6155005989104348
2449,2,449,engaged,1,0.6031195163916877,1,True,0.48999999999999994,0.9255948582418629
2450,2,450,engaged,1,1.0456120957362627,1,False,0.48999999999999994,0.4720533777033501
2451,2,451,engaged,1,1.6155950483453208,1,True,0.48999999999999994,0.8524367754262497
2452,2,452,engaged,0,2.5336808781020457,0,False,0.48999999999999994,0.8524367754262497
2453,2,453,engaged,1,0.4267963361096531,1,True,0.48999999999999994,1.0
2454,2,454,engaged,0,1.2871973815226203,2,True,0.48999999999999994,1.0
2455,2,455,engaged,1,0.4565340488690897,1,True,0.48999999999999994,1.0
2456,2,456,engaged,1,1.3794225461891678,1,False,0.48999999999999994,0.6232662924855201
2457,2,457,engaged,1,0.7101986370281376,1,True,0.48999999999999994,0.9096002976038327
2458,2,458,engaged,1,1.0054384237818523,1,True,0.48999999999999994,1.0
2459,2,459,engaged,1,1.6452555098864043,1,True,0.48999999999999994,1.0
2460,2,460,engaged,1,0.3558417898474485,1,True,0.48999999999999994,1.0
2461,2,461,engaged,1,1.2052721423203585,1,True,0.48999999999999994,1.0
2462,2,462,engaged,0,0.2,2,True,0.48999999999999994,1.0
2463,2,463,engaged,0,1.6980132943592412,2,False,0.48999999999999994,1.0
2464,2,464,engaged,1,0.5020354909700223,1,True,0.48999999999999994,1.0
2465,2,465,engaged,1,1.266901983596014,1,True,0.48999999999999994,1.0
2466,2,466,engaged,0,0.6261928118869877,2,False,0.48999999999999994,1.0
2467,2,467,disengaged,0,0.7634758552520539,0,False,0.054000000000000006,1.0
2468,2,468,disengaged,0,0.907743671637213,0,False,0.054000000000000006,1.0
2469,2,469,disengaged,0,0.7731363766645074,0,False,0.054000000000000006,1.0
2470,2,470,engaged,1,1.1673878068436119,1,True,0.48999999999999994,1.0
2471,2,471,disengaged,1,1.5981439925377088,1,False,0.054000000000000006,1.0
2472,2,472,disengaged,1,0.4779859735700449,1,True,0.054000000000000006,1.0
2473,2,473,disengaged,1,1.3347418610386999,1,True,0.054000000000000006,1.0
2474,2,474,disengaged,0,1.1689303354462162,2,False,0.054000000000000006,1.0
2475,2,475,disengaged,1,2.018273975738339,1,False,0.054000000000000006,1.0
2476,2,476,disengaged,1,0.2,1,True,0.054000000000000006,1.0
2477,2,477,disengaged,0,1.0469785720467248,0,False,0.054000000000000006,1.0
2478,2,478,disengaged,0,0.7200285338256648,2,False,0.054000000000000006,1.0
2479,2,479,disengaged,0,0.8055032319979203,0,False,0.054000000000000006,1.0
2480,2,480,disengaged,0,2.5865945479490873,2,False,0.054000000000000006,1.0
2481,2,481,disengaged,0,0.8959114029340695,2,False,0.054000000000000006,1.0
2482,2,482,engaged,1,1.9813293394897948,1,True,0.48999999999999994,1.0
2483,2,483,disengaged,0,2.7865900015642198,2,False,0.054000000000000006,1.0
2484,2,484,disengaged,0,2.9426769506798225,2,False,0.054000000000000006,1.0
2485,2,485,disengaged,0,0.45879127059099994,0,False,0.054000000000000006,1.0
2486,2,486,disengaged,1,0.6249086903442765,1,True,0.054000000000000006,1.0
2487,2,487,disengaged,1,2.564634294179321,1,True,0.054000000000000006,1.0
2488,2,488,engaged,1,0.2,1,True,0.48999999999999994,1.0
2489,2,489,engaged,0,0.2,0,False,0.48999999999999994,1.0
2490,2,490,engaged,1,0.2570653353372508,1,True,0.48999999999999994,1.0
2491,2,491,engaged,1,2.099511225789835,1,True,0.48999999999999994,1.0
2492,2,492,engaged,1,0.7919724225092438,1,False,0.48999999999999994,0.6329493614984073
2493,2,493,engaged,0,1.4248340459666713,0,False,0.48999999999999994,0.6329493614984073
2494,2,494,engaged,1,0.45149951474487915,1,True,0.48999999999999994,0.9344937271617288
2495,2,495,engaged,1,1.2802256784925294,1,True,0.48999999999999994,1.0
2496,2,496,engaged,0,1.1934704594757417,2,True,0.48999999999999994,1.0
2497,2,497,engaged,0,2.032367053253561,2,True,0.48999999999999994,1.0
2498,2,498,engaged,1,0.41523320956687115,1,True,0.48999999999999994,1.0
2499,2,499,engaged,1,1.772841160784386,1,True,0.48999999999999994,1.0
2500,2,500,engaged,1,0.6870654591345413,1,True,0.48999999999999994,1.0
2501,2,501,engaged,1,0.8808630883825675,1,True,0.48999999999999994,1.0
2502,2,502,disengaged,0,3.6897301985284394,2,False,0.054000000000000006,1.0
2503,2,503,engaged,1,0.3324705164911241,1,True,0.48999999999999994,1.0
2504,2,504,engaged,0,0.7176893669012235,2,True,0.48999999999999994,1.0
2505,2,505,engaged,0,0.9061759459637521,2,True,0.48999999999999994,1.0
2506,2,506,engaged,1,2.159852026555177,1,False,0.48999999999999994,1.0
2507,2,507,disengaged,0,2.3711211212224153,2,False,0.054000000000000006,1.0
2508,2,508,disengaged,0,1.30291432408644,0,False,0.054000000000000006,1.0
2509,2,509,disengaged,0,5.0,0,False,0.054000000000000006,1.0
2510,2,510,engaged,0,2.068958397094944,2,True,0.48999999999999994,1.0
2511,2,511,engaged,1,0.9389744462692233,1,True,0.48999999999999994,1.0
2512,2,512,engaged,1,1.0137423035069064,1,True,0.48999999999999994,1.0
2513,2,513,engaged,0,0.567216352407971,2,False,0.48999999999999994,1.0
2514,2,514,disengaged,0,1.8707828838489524,2,False,0.054000000000000006,1.0
2515,2,515,disengaged,0,3.7874565542169623,2,True,0.054000000000000006,1.0
2516,2,516,disengaged,0,4.035241100602623,2,True,0.054000000000000006,1.0
2517,2,517,disengaged,1,4.249852862931333,1,True,0.054000000000000006,1.0
2518,2,518,disengaged,1,0.4754272448074744,1,False,0.054000000000000006,1.0
2519,2,519,disengaged,1,0.7442805149709205,1,True,0.054000000000000006,1.0
2520,2,520,disengaged,0,5.0,2,False,0.054000000000000006,1.0
2521,2,521,disengaged,0,0.650888410765153,0,False,0.054000000000000006,1.0
2522,2,522,disengaged,0,0.37959400136477756,2,True,0.054000000000000006,1.0
2523,2,523,engaged,0,2.048495263110988,2,False,0.48999999999999994,1.0
2524,2,524,engaged,1,0.5413419907897101,1,True,0.48999999999999994,1.0
2525,2,525,disengaged,1,0.3220108281284252,1,True,0.054000000000000006,1.0
2526,2,526,disengaged,0,1.2940247849998379,2,True,0.054000000000000006,1.0
2527,2,527,disengaged,0,2.020069025779564,0,False,0.054000000000000006,1.0
2528,2,528,disengaged,1,0.2,1,True,0.054000000000000006,1.0
2529,2,529,disengaged,0,1.916113726613553,0,False,0.054000000000000006,1.0
2530,2,530,disengaged,0,1.0683110063594856,0,False,0.054000000000000006,1.0
2531,2,531,engaged,1,0.7193757592332826,1,True,0.48999999999999994,1.0
2532,2,532,engaged,1,0.43344429941714674,1,True,0.48999999999999994,1.0
2533,2,533,engaged,1,1.0903868744542606,1,True,0.48999999999999994,1.0
2534,2,534,engaged,1,1.0434260839231637,1,True,0.48999999999999994,1.0
2535,2,535,engaged,1,0.8569463366208642,1,True,0.48999999999999994,1.0
2536,2,536,engaged,1,1.057842607693379,1,True,0.48999999999999994,1.0
2537,2,537,engaged,1,1.0934565120548183,1,True,0.48999999999999994,1.0
2538,2,538,engaged,1,0.36839859372161393,1,True,0.48999999999999994,1.0
2539,2,539,engaged,1,0.8472585327123924,1,True,0.48999999999999994,1.0
2540,2,540,engaged,0,1.7224064189053074,2,True,0.48999999999999994,1.0
2541,2,541,disengaged,0,1.1345806335040878,2,True,0.054000000000000006,1.0
2542,2,542,disengaged,1,1.703568637580733,1,True,0.054000000000000006,1.0
2543,2,543,disengaged,0,0.9895555539406149,0,False,0.054000000000000006,1.0
2544,2,544,disengaged,1,0.7574600989896669,1,True,0.054000000000000006,1.0
2545,2,545,disengaged,0,0.606692238524529,2,False,0.054000000000000006,1.0
2546,2,546,disengaged,0,1.084492072808188,0,False,0.054000000000000006,1.0
2547,2,547,disengaged,0,0.391113137986611,2,False,0.054000000000000006,1.0
2548,2,548,disengaged,0,0.6561197306328334,2,True,0.054000000000000006,1.0
2549,2,549,disengaged,0,0.28247248757898047,0,False,0.054000000000000006,1.0
2550,2,550,disengaged,1,1.094439414289906,1,True,0.054000000000000006,1.0
2551,2,551,disengaged,1,0.4771267062522375,1,True,0.054000000000000006,1.0
2552,2,552,disengaged,1,0.2833941802414469,1,True,0.054000000000000006,1.0
2553,2,553,disengaged,0,0.3442145764299464,2,False,0.054000000000000006,1.0
2554,2,554,disengaged,0,0.548993856432432,2,False,0.054000000000000006,1.0
2555,2,555,disengaged,0,1.284151240152931,2,False,0.054000000000000006,1.0
2556,2,556,disengaged,0,0.591285053743713,2,True,0.054000000000000006,1.0
2557,2,557,engaged,1,1.1583072122499576,1,True,0.48999999999999994,1.0
2558,2,558,engaged,1,0.6028004197720903,1,True,0.48999999999999994,1.0
2559,2,559,engaged,1,2.2033194037781807,1,True,0.48999999999999994,1.0
2560,2,560,engaged,1,1.9865026229212264,1,True,0.48999999999999994,1.0
2561,2,561,engaged,1,1.7286969506127488,1,False,0.48999999999999994,0.6821458892172085
2562,2,562,disengaged,0,5.0,0,False,0.054000000000000006,0.6821458892172085
2563,2,563,engaged,1,0.2,1,True,0.48999999999999994,0.9363815267314418
2564,2,564,engaged,0,0.27120994467215254,2,False,0.48999999999999994,0.9363815267314418
2565,2,565,engaged,1,1.3134634542502337,1,True,0.48999999999999994,1.0
2566,2,566,engaged,0,1.2419470154084422,2,True,0.48999999999999994,1.0
2567,2,567,engaged,1,3.543048111407185,1,True,0.48999999999999994,1.0
2568,2,568,engaged,1,1.061825936018989,1,True,0.48999999999999994,1.0
2569,2,569,engaged,1,0.2,1,False,0.48999999999999994,0.7891156985829372
2570,2,570,engaged,0,1.9036532304304963,2,False,0.48999999999999994,0.615551447887784
2571,2,571,engaged,1,0.3295755599638123,1,True,0.48999999999999994,0.9256207912203109
2572,2,572,engaged,1,2.0690263862043095,1,True,0.48999999999999994,1.0
2573,2,573,engaged,1,0.7578680947068961,1,True,0.48999999999999994,1.0
2574,2,574,engaged,1,0.4254655464221765,1,True,0.48999999999999994,1.0
2575,2,575,engaged,1,1.2540473129013157,1,True,0.48999999999999994,1.0
2576,2,576,engaged,1,0.48342307973689413,1,True,0.48999999999999994,1.0
2577,2,577,engaged,1,0.2,1,False,0.48999999999999994,0.6309777072059949
2578,2,578,engaged,1,0.8653658384821673,1,True,0.48999999999999994,0.9334881834725985
2579,2,579,engaged,1,0.8329991111724465,1,True,0.48999999999999994,1.0
2580,2,580,engaged,1,1.1296805588043894,1,True,0.48999999999999994,1.0
2581,2,581,disengaged,1,0.9062793892702721,1,True,0.054000000000000006,1.0
2582,2,582,disengaged,0,1.1094718270949449,0,False,0.054000000000000006,1.0
2583,2,583,disengaged,0,2.5850920667100996,0,False,0.054000000000000006,1.0
2584,2,584,disengaged,1,1.205139174439319,1,True,0.054000000000000006,1.0
2585,2,585,disengaged,0,1.7928094619573312,0,False,0.054000000000000006,1.0
2586,2,586,disengaged,1,1.1045608408924807,1,False,0.054000000000000006,1.0
2587,2,587,disengaged,0,1.2813933850024228,0,False,0.054000000000000006,1.0
2588,2,588,engaged,1,2.6866401701830265,1,True,0.48999999999999994,1.0
2589,2,589,engaged,1,0.6126218266671074,1,True,0.48999999999999994,1.0
2590,2,590,engaged,1,0.4228498923779654,1,True,0.48999999999999994,1.0
2591,2,591,engaged,0,0.4590403120744261,2,False,0.48999999999999994,1.0
2592,2,592,engaged,1,0.46722341190409994,1,True,0.48999999999999994,1.0
2593,2,593,disengaged,0,0.48091746490735887,2,False,0.054000000000000006,1.0
2594,2,594,engaged,1,2.4187953858668587,1,True,0.48999999999999994,1.0
2595,2,595,engaged,1,0.5478752571370052,1,True,0.48999999999999994,1.0
2596,2,596,engaged,1,0.8533730514057442,1,True,0.48999999999999994,1.0
2597,2,597,engaged,1,0.27909270240197853,1,True,0.48999999999999994,1.0
2598,2,598,disengaged,0,0.32882839465679337,2,False,0.054000000000000006,1.0
2599,2,599,disengaged,0,3.046218773258585,0,False,0.054000000000000006,1.0
2600,2,600,disengaged,0,0.481891459807156,0,False,0.054000000000000006,1.0
2601,2,601,disengaged,0,0.8531630520450014,2,False,0.054000000000000006,1.0
2602,2,602,disengaged,0,1.7857334679938337,0,False,0.054000000000000006,1.0
2603,2,603,disengaged,0,1.0410562526557599,2,True,0.054000000000000006,1.0
2604,2,604,disengaged,0,3.8122035688980906,0,False,0.054000000000000006,1.0
2605,2,605,disengaged,1,3.3870812023110206,1,True,0.054000000000000006,1.0
2606,2,606,disengaged,1,5.0,1,True,0.054000000000000006,1.0
2607,2,607,engaged,0,0.9333301216710177,0,False,0.48999999999999994,1.0
2608,2,608,engaged,1,0.3844227398524355,1,True,0.48999999999999994,1.0
2609,2,609,engaged,1,1.9577297384517929,1,True,0.48999999999999994,1.0
2610,2,610,engaged,1,1.2243786693911283,1,True,0.48999999999999994,1.0
2611,2,611,engaged,1,1.7902479136177065,1,True,0.48999999999999994,1.0
2612,2,612,engaged,1,1.174855804144947,1,False,0.48999999999999994,0.6366371493700044
2613,2,613,engaged,0,1.4168503032517668,2,False,0.48999999999999994,0.6366371493700044
2614,2,614,engaged,1,1.7502569616926857,1,True,0.48999999999999994,0.9363744989762435
2615,2,615,engaged,1,0.31225419123563997,1,True,0.48999999999999994,1.0
2616,2,616,engaged,1,1.5811096745740791,1,True,0.48999999999999994,1.0
2617,2,617,engaged,1,0.7436633130341849,1,False,0.48999999999999994,0.5952731382730843
2618,2,618,engaged,1,1.5173654044071754,1,True,0.48999999999999994,0.9152788533168141
2619,2,619,engaged,1,0.9056138839010902,1,False,0.48999999999999994,0.46679221519157527
2620,2,620,engaged,1,1.0704215541596662,1,True,0.48999999999999994,0.8497535825452445
2621,2,621,engaged,1,0.7479142461283231,1,True,0.48999999999999994,1.0
2622,2,622,engaged,0,0.8434969014339818,0,False,0.48999999999999994,1.0
2623,2,623,engaged,1,1.8093318636739428,1,True,0.48999999999999994,1.0
2624,2,624,engaged,1,0.2,1,True,0.48999999999999994,1.0
2625,2,625,engaged,1,2.3550126103421922,1,True,0.48999999999999994,1.0
2626,2,626,engaged,1,1.5313548125855232,1,True,0.48999999999999994,1.0
2627,2,627,engaged,1,0.608610181525167,1,True,0.48999999999999994,1.0
2628,2,628,engaged,1,0.997613943069396,1,True,0.48999999999999994,1.0
2629,2,629,disengaged,0,2.382901964009919,0,False,0.054000000000000006,1.0
2630,2,630,disengaged,0,2.791235755521084,0,False,0.054000000000000006,1.0
2631,2,631,engaged,1,0.764044439101398,1,True,0.48999999999999994,1.0
2632,2,632,engaged,1,0.4515876899608485,1,True,0.48999999999999994,1.0
2633,2,633,engaged,1,1.1401190883265833,1,True,0.48999999999999994,1.0
2634,2,634,engaged,1,1.7723872045725961,1,True,0.48999999999999994,1.0
2635,2,635,engaged,1,0.4934690569002604,1,False,0.48999999999999994,0.6365330574029137
2636,2,636,disengaged,0,0.30865806436552223,0,False,0.054000000000000006,0.6365330574029137
2637,2,637,engaged,1,0.7916684962935716,1,False,0.48999999999999994,0.324631859275486
2638,2,638,engaged,1,0.9208677340556797,1,True,0.48999999999999994,0.7772518010280389
2639,2,639,engaged,1,0.794929399725075,1,True,0.48999999999999994,1.0
2640,2,640,engaged,1,1.5201506051571272,1,True,0.48999999999999994,1.0
2641,2,641,disengaged,0,0.3051015244322782,0,False,0.054000000000000006,1.0
2642,2,642,disengaged,0,1.7888885118069793,0,False,0.054000000000000006,1.0
2643,2,643,disengaged,0,0.9197474362174967,0,False,0.054000000000000006,1.0
2644,2,644,disengaged,0,2.4786764276948,0,False,0.054000000000000006,1.0
2645,2,645,disengaged,1,1.680404653199671,1,True,0.054000000000000006,1.0
2646,2,646,disengaged,0,0.46230788571581416,0,False,0.054000000000000006,1.0
2647,2,647,disengaged,0,1.2158408711104634,0,False,0.054000000000000006,1.0
2648,2,648,disengaged,1,1.8852474753449935,1,False,0.054000000000000006,1.0
2649,2,649,disengaged,1,3.556722874991312,1,True,0.054000000000000006,1.0
2650,2,650,disengaged,0,0.8658034616665125,0,False,0.054000000000000006,1.0
2651,2,651,disengaged,0,2.3292063865036514,2,True,0.054000000000000006,1.0
2652,2,652,disengaged,0,0.708669856960304,2,False,0.054000000000000006,1.0
2653,2,653,disengaged,1,1.0253642636623392,1,True,0.054000000000000006,1.0
2654,2,654,disengaged,1,1.2302706263718404,1,False,0.054000000000000006,1.0
2655,2,655,engaged,1,0.4700130953403797,1,False,0.48999999999999994,0.5258267213154653
2656,2,656,engaged,1,1.5054157713963103,1,True,0.48999999999999994,0.8798611806684284
2657,2,657,engaged,0,2.2923186389677896,2,False,0.48999999999999994,0.8798611806684284
2658,2,658,engaged,1,1.2363167642586033,1,True,0.48999999999999994,1.0
2659,2,659,engaged,1,0.44635158575593153,1,True,0.48999999999999994,1.0
2660,2,660,engaged,1,1.4707692216907953,1,True,0.48999999999999994,1.0
2661,2,661,engaged,1,0.3767746929549649,1,True,0.48999999999999994,1.0
2662,2,662,engaged,1,0.3663645222107349,1,True,0.48999999999999994,1.0
2663,2,663,engaged,1,2.072723575833617,1,True,0.48999999999999994,1.0
2664,2,664,engaged,1,0.6291843099908695,1,True,0.48999999999999994,1.0
2665,2,665,engaged,1,0.33747030677483325,1,True,0.48999999999999994,1.0
2666,2,666,engaged,1,0.8525701232409578,1,True,0.48999999999999994,1.0
2667,2,667,engaged,1,1.1619082108422585,1,False,0.48999999999999994,0.63621782002843
2668,2,668,engaged,0,0.8203163405758469,2,False,0.48999999999999994,0.63621782002843
2669,2,669,engaged,1,0.3251093954407885,1,True,0.48999999999999994,0.9361606410120404
2670,2,670,engaged,0,1.8196442596398126,2,True,0.48999999999999994,0.9361606410120404
2671,2,671,engaged,0,0.7734237198459176,2,True,0.48999999999999994,0.9361606410120404
2672,2,672,engaged,0,0.8272864804350275,2,True,0.48999999999999994,1.0
2673,2,673,engaged,1,2.411223902004371,1,True,0.48999999999999994,1.0
2674,2,674,engaged,1,0.9360182760034222,1,True,0.48999999999999994,1.0
2675,2,675,engaged,0,0.7558225535530492,2,True,0.48999999999999994,1.0
2676,2,676,engaged,0,0.8003560457479745,2,False,0.48999999999999994,1.0
2677,2,677,engaged,1,0.4176415212533511,1,True,0.48999999999999994,1.0
2678,2,678,engaged,1,1.097630795274707,1,True,0.48999999999999994,1.0
2679,2,679,disengaged,0,1.1316263432896672,2,True,0.054000000000000006,1.0
2680,2,680,disengaged,1,4.488610945148382,1,True,0.054000000000000006,1.0
2681,2,681,disengaged,0,2.0746710487715947,2,True,0.054000000000000006,1.0
2682,2,682,disengaged,0,1.1958651953409567,0,True,0.054000000000000006,1.0
2683,2,683,disengaged,0,0.5422160587207135,0,False,0.054000000000000006,1.0
2684,2,684,disengaged,0,0.9721845215097626,2,False,0.054000000000000006,1.0
2685,2,685,engaged,1,1.0492200944813155,1,True,0.48999999999999994,1.0
2686,2,686,engaged,1,0.7925714735287435,1,True,0.48999999999999994,1.0
2687,2,687,engaged,1,0.8878340091705399,1,True,0.48999999999999994,1.0
2688,2,688,engaged,1,1.4066475645033,1,True,0.48999999999999994,1.0
2689,2,689,engaged,1,0.9429680262618398,1,False,0.48999999999999994,0.6359671304481159
2690,2,690,engaged,0,0.5717077699719267,2,False,0.48999999999999994,0.6359671304481159
2691,2,691,engaged,1,3.209505149944766,1,True,0.48999999999999994,0.9360327893260803
2692,2,692,engaged,1,0.6993891738072089,1,True,0.48999999999999994,1.0
2693,2,693,engaged,1,0.8006204209001878,1,False,0.48999999999999994,0.5554238004304596
2694,2,694,engaged,0,2.074518651762747,2,True,0.48999999999999994,0.7750087871262461
2695,2,695,disengaged,0,3.7279891133821574,2,False,0.054000000000000006,0.7331583126214288
2696,2,696,disengaged,0,1.0673900252103656,0,False,0.054000000000000006,0.7331583126214288
2697,2,697,disengaged,1,1.4410844317188054,1,False,0.054000000000000006,0.7331583126214288
2698,2,698,disengaged,1,1.090856658513557,1,True,0.054000000000000006,0.7331583126214288
2699,2,699,disengaged,0,1.7851096183931536,2,False,0.054000000000000006,0.6935677637398716
2700,2,700,disengaged,0,1.1864473154593986,0,False,0.054000000000000006,0.6935677637398716
2701,2,701,disengaged,1,4.219716704585617,1,False,0.054000000000000006,0.6935677637398716
2702,2,702,engaged,0,0.8976675126995576,2,True,0.48999999999999994,0.9654091123048758
2703,2,703,engaged,0,0.3478310787827013,2,False,0.48999999999999994,0.5339870413117626
2704,2,704,engaged,0,1.8379928849075,0,False,0.48999999999999994,0.5339870413117626
2705,2,705,engaged,0,0.7305270846921886,2,False,0.48999999999999994,0.5339870413117626
2706,2,706,engaged,1,0.43535915603364644,1,True,0.48999999999999994,0.8840229438665401
2707,2,707,engaged,1,0.4419689110933517,1,True,0.48999999999999994,1.0
2708,2,708,engaged,1,0.2588721085241678,1,True,0.48999999999999994,1.0
2709,2,709,engaged,1,0.3862019118274673,1,True,0.48999999999999994,1.0
2710,2,710,disengaged,1,1.3268589577391,1,True,0.054000000000000006,1.0
